ticker,entry_date,exit_date,entry_px,exit_px,stop_px,ret_pct,reason,hold_days
9305.T,2025-02-07,2025-02-17,1839.6,1799.0,1839.6,-2.21,stop_breakeven,10
9305.T,2025-07-22,2025-11-25,2300.9,2471.1,2300.9,7.4,time,126
9310.T,2025-07-30,2025-12-03,1115.8,1074.6,1018.9,-3.69,time,126
9324.T,2025-02-05,2025-02-25,1841.5,1663.0,1655.3,-9.7,ma200_breach,20
9324.T,2025-07-25,2025-11-28,1845.7,2202.3,1845.7,19.32,time,126
9336.T,2025-09-02,2025-11-05,3393.8,3349.2,3393.8,-1.32,stop_breakeven,64
9364.T,2025-05-13,2025-05-15,3750.8,3743.1,3159.1,-0.21,ma200_breach,2
9364.T,2025-05-29,2025-06-02,3845.3,3935.9,3200.6,2.36,ma200_breach,4
9364.T,2025-07-09,2025-11-12,3940.7,4617.6,3940.7,17.18,time,126
9364.T,2025-11-14,2026-03-23,4883.9,5233.9,4883.9,7.16,time,129
9381.T,2025-08-08,2025-12-12,1902.4,2016.8,1902.4,6.01,time,126
9401.T,2025-06-26,2025-10-30,4792.5,5252.6,4792.5,9.6,time,126
9401.T,2025-11-21,2026-02-06,5647.0,5523.8,5647.0,-2.18,stop_breakeven,77
9404.T,2025-01-29,2025-02-03,2840.8,2794.8,2462.4,-1.62,ma200_breach,5
9404.T,2025-02-14,2025-02-25,2887.8,2786.0,2462.4,-3.53,ma200_breach,11
9404.T,2025-06-26,2025-07-03,3272.2,3023.2,3045.9,-7.61,stop_base,7
9404.T,2025-08-01,2025-12-05,3443.2,3756.1,3443.2,9.09,time,126
9405.T,2025-09-02,2026-01-06,740.0,849.9,740.0,14.86,time,126
9409.T,2025-01-27,2025-02-03,2286.6,2381.2,2286.6,4.14,ma200_breach,7
9409.T,2025-02-06,2025-02-25,2421.7,2450.7,2421.7,1.2,ma200_breach,19
9409.T,2025-06-23,2025-10-27,2642.4,3174.7,2642.4,20.14,time,126
9409.T,2025-11-25,2026-02-20,3288.5,3174.7,3288.5,-3.46,stop_breakeven,87
9412.T,2025-06-16,2025-07-03,1323.7,1295.3,1323.7,-2.14,stop_breakeven,17
9412.T,2025-08-01,2025-10-02,1442.1,1293.2,1295.3,-10.33,stop_base,62
9412.T,2025-10-06,2026-02-09,1495.6,2731.2,1495.6,82.61,time,126
9413.T,2025-09-26,2026-01-30,4885.9,4484.0,4182.3,-8.22,time,126
9418.T,2025-01-29,2025-02-03,1789.4,1838.7,1608.6,2.76,ma200_breach,5
9418.T,2025-06-24,2025-07-14,2253.4,2003.6,2017.5,-11.09,stop_base,20
9433.T,2025-02-05,2025-02-25,2520.2,2335.6,2263.5,-7.33,ma200_breach,20
9433.T,2025-08-13,2025-09-30,2556.7,2325.8,2342.5,-9.03,stop_base,48
9434.T,2025-07-01,2025-07-29,216.0,206.4,206.9,-4.41,stop_base,28
9434.T,2025-08-05,2025-09-08,218.8,218.7,218.8,-0.04,stop_breakeven,34
9434.T,2025-11-21,2025-12-22,229.0,209.1,210.7,-8.69,stop_base,31
9435.T,2025-01-27,2025-02-03,34594.2,34711.6,32706.5,0.34,ma200_breach,7
9435.T,2025-02-10,2025-02-25,35709.2,35992.8,32706.5,0.79,ma200_breach,15
9435.T,2025-06-09,2025-06-13,40868.6,40033.6,37646.3,-2.04,ma200_breach,4
9435.T,2025-06-19,2025-10-23,41585.8,42913.8,37646.3,3.19,time,126
9435.T,2025-10-27,2026-03-02,43845.4,43786.1,38890.0,-0.14,time,126
9449.T,2025-02-13,2025-02-25,2936.1,2827.7,2502.1,-3.69,ma200_breach,12
9449.T,2025-07-14,2025-10-01,3604.4,3511.9,3604.4,-2.57,stop_breakeven,79
9449.T,2025-11-14,2026-02-06,3594.7,3550.0,3594.7,-1.24,stop_breakeven,84
9468.T,2025-02-13,2025-02-25,3579.9,3570.0,3072.1,-0.27,ma200_breach,12
9468.T,2025-06-19,2025-08-08,4033.1,3379.3,3475.5,-16.21,stop_base,50
9474.T,2025-07-30,2025-12-03,1047.2,999.8,970.4,-4.53,time,126
9502.T,2025-08-05,2025-12-09,1835.5,2265.5,1835.5,23.43,time,126
9509.T,2025-11-26,2026-02-02,1238.7,985.6,994.5,-20.43,stop_base,68
9513.T,2025-10-16,2026-02-19,2891.2,3622.4,2891.2,25.29,time,126
9531.T,2025-02-14,2025-02-25,4374.0,4561.9,4374.0,4.3,ma200_breach,11
9531.T,2025-05-30,2025-06-02,4762.9,4779.6,4524.0,0.35,ma200_breach,3
9531.T,2025-06-09,2025-06-12,4840.6,4519.1,4524.0,-6.64,stop_base,3
9531.T,2025-07-02,2025-11-05,4856.3,5609.3,4856.3,15.5,time,126
9531.T,2025-11-06,2026-03-12,5698.6,7595.8,5698.6,33.29,time,126
9532.T,2025-06-18,2025-10-22,3641.4,4165.0,3641.4,14.38,time,126
9532.T,2025-10-30,2026-03-05,4416.6,6619.0,4416.6,49.87,time,126
9533.T,2025-09-02,2025-12-03,1148.5,1147.8,1148.5,-0.06,stop_breakeven,92
9534.T,2025-11-12,2026-03-18,716.3,915.3,716.3,27.79,time,126
9543.T,2025-07-03,2025-11-06,1065.2,1122.1,1065.2,5.35,time,126
9543.T,2025-11-21,2026-03-27,1179.0,1525.0,1179.0,29.34,time,126
9551.T,2025-05-29,2025-06-02,2068.4,2093.9,1800.2,1.23,ma200_breach,4
9551.T,2025-06-09,2025-06-13,2105.6,2140.9,1870.7,1.67,ma200_breach,4
9551.T,2025-06-16,2025-10-20,2160.4,2947.5,2160.4,36.43,time,126
9551.T,2025-10-27,2026-03-02,3104.0,4104.0,3104.0,32.22,time,126
9601.T,2025-01-24,2025-02-03,11630.1,12017.8,10805.1,3.33,ma200_breach,10
9601.T,2025-02-05,2025-02-25,12355.8,11709.6,10805.1,-5.23,ma200_breach,20
9601.T,2025-06-12,2025-06-13,13682.8,13583.1,12626.4,-0.73,ma200_breach,1
9601.T,2025-06-17,2025-09-02,13752.5,13373.8,13752.5,-2.75,stop_breakeven,77
9602.T,2025-01-28,2025-02-03,1358.0,1381.2,1185.9,1.7,ma200_breach,6
9602.T,2025-02-05,2025-02-25,1395.7,1408.8,1185.9,0.94,ma200_breach,20
9602.T,2025-06-16,2025-10-20,1572.1,1781.0,1572.1,13.29,time,126
9616.T,2025-07-08,2025-07-29,3536.7,3530.8,3536.7,-0.17,stop_breakeven,21
9621.T,2025-05-30,2025-06-02,2510.8,2550.8,2291.4,1.59,ma200_breach,3
9621.T,2025-06-09,2025-06-13,2611.3,2663.9,2323.6,2.02,ma200_breach,4
9621.T,2025-06-16,2025-10-02,2722.4,2716.6,2722.4,-0.21,stop_breakeven,108
9621.T,2025-11-17,2026-03-23,2939.9,2976.0,2939.9,1.23,time,126
9622.T,2025-08-01,2025-12-05,1267.5,1383.6,1267.5,9.17,time,126
9627.T,2025-07-24,2025-11-27,5780.5,6933.7,5780.5,19.95,time,126
9628.T,2025-06-23,2025-08-19,1514.7,1513.7,1514.7,-0.06,stop_breakeven,57
9628.T,2025-10-24,2025-11-14,1558.8,1377.4,1400.0,-11.64,stop_base,21
9644.T,2025-06-19,2025-10-01,744.7,654.2,672.5,-12.16,stop_base,104
9658.T,2025-07-23,2025-11-26,846.9,1141.8,846.9,34.82,time,126
9672.T,2025-06-24,2025-10-28,4460.7,5551.6,4460.7,24.46,time,126
9678.T,2025-05-29,2025-06-02,3200.3,3234.5,2982.3,1.07,ma200_breach,4
9678.T,2025-07-15,2025-11-18,3351.6,3432.8,3351.6,2.42,time,126
9682.T,2025-06-17,2025-10-21,1236.5,1270.3,1236.5,2.73,time,126
9682.T,2025-10-27,2025-10-29,1332.1,1226.1,1239.9,-7.95,stop_base,2
9684.T,2025-01-28,2025-02-03,2080.2,2040.4,1982.8,-1.91,ma200_breach,6
9684.T,2025-02-05,2025-02-25,2165.9,2289.8,2165.9,5.72,ma200_breach,20
9684.T,2025-06-16,2025-09-25,3147.1,3135.6,3147.1,-0.36,stop_breakeven,101
9692.T,2025-07-29,2025-10-29,2187.0,2130.0,2187.0,-2.61,stop_breakeven,92
9697.T,2025-01-30,2025-02-03,3525.7,3505.1,3221.3,-0.58,ma200_breach,4
9697.T,2025-02-04,2025-02-25,3565.0,3897.0,3565.0,9.31,ma200_breach,21
9697.T,2025-05-29,2025-06-02,4323.2,4290.6,3766.1,-0.75,ma200_breach,4
9697.T,2025-06-09,2025-06-13,4373.6,4545.4,3766.1,3.93,ma200_breach,4
9697.T,2025-06-27,2025-07-31,4821.0,3828.3,4035.8,-20.59,stop_base,34
9702.T,2025-08-20,2025-12-24,1526.1,1737.3,1526.1,13.84,time,126
9716.T,2025-06-16,2025-10-20,894.2,1016.5,894.2,13.68,time,126
9716.T,2025-10-27,2026-03-02,1048.5,1458.0,1048.5,39.05,time,126
9722.T,2025-06-26,2025-07-23,2206.3,2182.4,2206.3,-1.08,stop_breakeven,27
9722.T,2025-08-18,2025-09-11,2357.5,2077.0,2079.0,-11.9,stop_base,24
9722.T,2025-10-17,2025-11-18,2244.1,2013.3,2035.2,-10.28,stop_base,32
9735.T,2025-08-08,2025-12-12,5691.8,5480.6,5063.9,-3.71,time,126
9742.T,2025-01-29,2025-02-03,1830.9,1669.6,1697.5,-8.81,ma200_breach,5
9743.T,2025-05-29,2025-06-02,1028.7,1040.1,965.0,1.11,ma200_breach,4
9743.T,2025-06-10,2025-06-13,1048.7,1043.9,975.5,-0.45,ma200_breach,3
9743.T,2025-06-16,2025-10-20,1216.9,1337.8,1216.9,9.93,time,126
9744.T,2025-11-21,2026-02-13,3348.1,3329.6,3348.1,-0.55,stop_breakeven,84
9746.T,2025-05-14,2025-05-15,4017.8,3872.0,3473.6,-3.63,ma200_breach,1
9746.T,2025-05-29,2025-06-02,4119.8,4095.5,3702.0,-0.59,ma200_breach,4
9746.T,2025-07-08,2025-09-05,4212.1,4202.4,4212.1,-0.23,stop_breakeven,59
9755.T,2025-06-11,2025-06-13,2816.4,2749.0,2496.9,-2.39,ma200_breach,2
9755.T,2025-06-20,2025-09-02,2840.4,2826.7,2840.4,-0.48,stop_breakeven,74
9757.T,2025-08-19,2025-12-03,1263.9,1114.2,1136.8,-11.84,stop_base,106
9759.T,2025-02-05,2025-02-25,3285.6,3214.9,2967.1,-2.15,ma200_breach,20
9759.T,2025-05-29,2025-06-02,3467.2,3394.7,3197.4,-2.09,ma200_breach,4
9759.T,2025-06-18,2025-08-22,3486.5,3238.1,3249.7,-7.13,stop_base,65
9765.T,2025-07-10,2025-11-13,1052.2,1101.2,1052.2,4.66,time,126
9766.T,2025-02-04,2025-02-25,17286.4,18316.0,17286.4,5.96,ma200_breach,21
9766.T,2025-06-17,2025-07-02,21080.8,20917.3,21080.8,-0.78,stop_breakeven,15
9766.T,2025-08-05,2025-08-26,22844.1,22829.3,22844.1,-0.07,stop_breakeven,21
9766.T,2025-10-21,2025-12-03,22754.7,22575.7,22754.7,-0.79,stop_breakeven,43
9769.T,2025-06-12,2025-06-13,2171.0,2169.1,2065.7,-0.09,ma200_breach,1
9769.T,2025-06-16,2025-07-18,2178.7,2176.8,2178.7,-0.09,stop_breakeven,32
9769.T,2025-08-07,2025-12-11,2345.3,2267.8,2096.4,-3.3,time,126
9788.T,2025-02-12,2025-02-25,605.7,622.5,605.7,2.78,ma200_breach,13
9790.T,2025-02-13,2025-02-25,2978.6,2916.3,2682.6,-2.09,ma200_breach,12
9790.T,2025-09-26,2025-10-14,3332.0,3033.9,3126.8,-8.94,stop_base,18
9795.T,2025-07-01,2025-11-04,2211.6,2391.4,2211.6,8.13,time,126
9795.T,2025-11-21,2026-03-27,2426.8,2470.0,2300.0,1.78,time,126
9837.T,2025-08-20,2025-12-24,1534.6,1663.0,1534.6,8.37,time,126
9869.T,2025-07-09,2025-11-12,5400.5,5800.2,5400.5,7.4,time,126
9869.T,2025-11-21,2026-03-27,6017.6,6650.0,6017.6,10.51,time,126
9880.T,2025-10-24,2026-02-27,1692.5,2814.7,1692.5,66.31,time,126
9882.T,2025-01-30,2025-02-03,1281.5,1386.7,1213.6,8.2,ma200_breach,4
9882.T,2025-07-14,2025-11-04,1498.3,1428.5,1498.3,-4.66,stop_breakeven,113
9889.T,2025-01-31,2025-02-03,1147.0,1167.2,984.2,1.76,ma200_breach,3
9889.T,2025-02-04,2025-02-25,1176.7,1105.4,984.2,-6.06,ma200_breach,21
9889.T,2025-08-13,2025-10-02,1337.4,1208.4,1212.6,-9.65,stop_base,50
9900.T,2025-02-14,2025-02-25,1794.4,1719.3,1681.7,-4.19,ma200_breach,11
9932.T,2025-07-04,2025-09-01,1734.2,1709.2,1734.2,-1.45,stop_breakeven,59
9932.T,2025-09-18,2025-09-24,1893.3,1699.5,1709.2,-10.23,stop_base,6
9932.T,2025-10-22,2025-11-05,1893.7,1631.3,1632.3,-13.86,stop_base,14
9934.T,2025-07-11,2025-11-14,1963.0,2305.6,1963.0,17.45,time,126
9934.T,2025-11-21,2026-03-27,2333.2,2650.5,2333.2,13.6,time,126
9936.T,2025-02-17,2025-02-25,2995.4,2956.4,2823.7,-1.3,ma200_breach,8
9936.T,2025-06-18,2025-10-02,3591.7,3543.2,3591.7,-1.35,stop_breakeven,106
9946.T,2025-07-11,2025-11-14,1921.0,2028.9,1921.0,5.62,time,126
9948.T,2025-06-27,2025-10-31,2940.8,3099.8,2940.8,5.41,time,126
9948.T,2025-11-14,2026-03-23,3272.8,3645.0,3272.8,11.37,time,129
9956.T,2025-07-08,2025-11-11,2478.1,2901.3,2478.1,17.08,time,126
9956.T,2025-11-12,2026-03-18,2923.1,3640.3,2923.1,24.53,time,126
9960.T,2025-05-30,2025-06-02,2842.2,2822.9,2343.5,-0.68,ma200_breach,3
9960.T,2025-07-31,2025-12-04,2777.4,3470.3,2777.4,24.95,time,126
9974.T,2025-06-16,2025-10-16,7241.5,7203.4,7241.5,-0.53,stop_breakeven,122
9984.T,2025-01-23,2025-02-03,2674.5,2351.2,2178.4,-12.09,ma200_breach,11
9987.T,2025-07-29,2025-08-14,5547.9,5456.5,5547.9,-1.65,stop_breakeven,16
9987.T,2025-09-04,2026-01-08,5917.6,6234.6,5917.6,5.36,time,126
9989.T,2025-07-07,2025-09-12,4447.1,4429.6,4447.1,-0.39,stop_breakeven,67
9991.T,2025-06-11,2025-06-13,1207.5,1191.1,1088.3,-1.35,ma200_breach,2
9991.T,2025-07-25,2025-11-28,1212.3,1408.0,1212.3,16.14,time,126
9997.T,2025-01-20,2025-02-03,761.2,835.7,761.2,9.79,ma200_breach,14
9997.T,2025-02-13,2025-02-25,850.0,852.0,730.7,0.22,ma200_breach,12
9997.T,2025-07-08,2025-11-11,886.4,1021.9,886.4,15.29,time,126
9997.T,2025-11-12,2025-11-17,1036.7,918.6,960.9,-11.39,stop_base,5
